Theta,	Phi,	Horizontal Power Gain,	Vertical Power Gain,	Total Power Gain,	etheta_magnitude,	etheta_phase,	ephi_magnitude,	ephi_phase
0,	-75.6  ,	-39.6831  ,	-1.95762  ,	-1.95689  ,	0.00665877  ,	-0.66238  ,	0.0273302  ,	2.57578
7.2,	-75.6  ,	-37.3003  ,	-2.28035  ,	-2.27898  ,	0.00632179  ,	-4.88538  ,	0.0263582  ,	-0.400033
14.4,	-75.6  ,	-34.5448  ,	-3.0772  ,	-3.0741  ,	0.0059086  ,	-13.8454  ,	0.0240185  ,	-7.23891
21.6,	-75.6  ,	-32.0955  ,	-4.46814  ,	-4.46065  ,	0.00541308  ,	-27.2622  ,	0.0203785  ,	-17.6375
28.8,	-75.6  ,	-30.2125  ,	-6.71798  ,	-6.6986  ,	0.00481941  ,	-44.9194  ,	0.015567  ,	-31.2886
36,	-75.6  ,	-29.2322  ,	-10.3948  ,	-10.3384  ,	0.00413298  ,	-66.8221  ,	0.00988847  ,	-48.331
43.2,	-75.6  ,	-31.5319  ,	-16.7393  ,	-16.5976  ,	0.00339538  ,	-93.1596  ,	0.00395624  ,	-72.2629
50.4,	-75.6  ,	-27.8496  ,	-22.0906  ,	-21.0679  ,	0.0026657  ,	-124.145  ,	0.00161376  ,	122.647
57.6,	-75.6  ,	-26.27  ,	-16.4391  ,	-16.0095  ,	0.0019861  ,	-160.206  ,	0.0052132  ,	81.1873
64.8,	-75.6  ,	-28.5314  ,	-14.7131  ,	-14.5365  ,	0.00138439  ,	156.412  ,	0.00646316  ,	49.194
72,	-75.6  ,	-31.4193  ,	-16.0106  ,	-15.8873  ,	0.000955334  ,	98.4684  ,	0.0055765  ,	0.710418
79.2,	-75.6  ,	-32.036  ,	-14.3911  ,	-14.3171  ,	0.000910385  ,	26.952  ,	0.00671744  ,	-77.3972
86.4,	-75.6  ,	-29.5282  ,	-8.55446  ,	-8.51989  ,	0.00118526  ,	-32.9119  ,	0.0131601  ,	-129.847
93.6,	-75.6  ,	-27.249  ,	-4.31254  ,	-4.2905  ,	0.00155916  ,	-83.1168  ,	0.0214456  ,	-161.958
100.8,	-75.6  ,	-25.9533  ,	-1.78969  ,	-1.77307  ,	0.00214416  ,	-131.579  ,	0.0286512  ,	172.441
108,	-75.6  ,	-25.4055  ,	-0.732386  ,	-0.717604  ,	0.00330938  ,	-175.288  ,	0.0322744  ,	149.718
115.2,	-75.6  ,	-25.3762  ,	-1.23474  ,	-1.21804  ,	0.00535834  ,	149.753  ,	0.0301548  ,	128.715
122.4,	-75.6  ,	-25.5957  ,	-3.93615  ,	-3.90661  ,	0.0083947  ,	122.183  ,	0.0208472  ,	108.486
129.6,	-75.6  ,	-26.3571  ,	-8.70075  ,	-8.62689  ,	0.0123633  ,	99.578  ,	0.0041825  ,	74.4791
136.8,	-75.6  ,	-31.7233  ,	-2.63705  ,	-2.63169  ,	0.0170581  ,	80.4907  ,	0.0196577  ,	-95.4447
144,	-75.6  ,	-27.1116  ,	3.45242  ,	3.45624  ,	0.0221316  ,	64.2953  ,	0.0475621  ,	-111.265
151.2,	-75.6  ,	-22.2036  ,	7.27905  ,	7.28394  ,	0.02714  ,	50.8146  ,	0.076858  ,	-123.056
158.4,	-75.6  ,	-18.7192  ,	9.78838  ,	9.7945  ,	0.0316119  ,	40.0857  ,	0.104134  ,	-132.161
165.6,	-75.6  ,	-16.4045  ,	11.3999  ,	11.4071  ,	0.03512  ,	32.2306  ,	0.126234  ,	-138.712
172.8,	-75.6  ,	-15.063  ,	12.312  ,	12.32  ,	0.0373351  ,	27.3847  ,	0.140678  ,	-142.697
180,	-75.6  ,	-14.6064  ,	12.6188  ,	12.627  ,	0.0380589  ,	25.6565  ,	0.145903  ,	-144.097
187.2,	-75.6  ,	-15.0346  ,	12.3493  ,	12.3572  ,	0.0372363  ,	27.1069  ,	0.141351  ,	-142.921
194.4,	-75.6  ,	-16.4517  ,	11.4773  ,	11.4842  ,	0.0349557  ,	31.7425  ,	0.127492  ,	-139.216
201.6,	-75.6  ,	-19.1567  ,	9.91211  ,	9.91749  ,	0.0314393  ,	39.5214  ,	0.105806  ,	-133.08
208.8,	-75.6  ,	-24.0506  ,	7.46133  ,	7.46439  ,	0.027023  ,	50.3721  ,	0.0787106  ,	-124.668
216,	-75.6  ,	-36.446  ,	3.71795  ,	3.71837  ,	0.0221212  ,	64.2306  ,	0.0493339  ,	-114.263
223.2,	-75.6  ,	-31.6499  ,	-2.25035  ,	-2.24537  ,	0.0171755  ,	81.1034  ,	0.0211052  ,	-102.861
230.4,	-75.6  ,	-35.2317  ,	-8.7016  ,	-8.69195  ,	0.0125948  ,	101.176  ,	0.0030304  ,	113.114
237.6,	-75.6  ,	-27.1626  ,	-4.08912  ,	-4.06777  ,	0.00869851  ,	124.985  ,	0.0202735  ,	113.87
244.8,	-75.6  ,	-24.3483  ,	-1.25941  ,	-1.23814  ,	0.00567834  ,	153.629  ,	0.0300241  ,	131.179
252,	-75.6  ,	-24.1217  ,	-0.676926  ,	-0.657323  ,	0.00358125  ,	-171.307  ,	0.0324727  ,	150.776
259.2,	-75.6  ,	-25.126  ,	-1.66472  ,	-1.64519  ,	0.0022943  ,	-129.245  ,	0.0290671  ,	172.327
266.4,	-75.6  ,	-27.345  ,	-4.0969  ,	-4.07639  ,	0.00153278  ,	-82.8625  ,	0.0219855  ,	-163.606
273.6,	-75.6  ,	-31.4689  ,	-8.21354  ,	-8.19307  ,	0.000960456  ,	-33.0863  ,	0.0136864  ,	-134.628
280.8,	-75.6  ,	-40.1703  ,	-14.3867  ,	-14.3753  ,	0.000484145  ,	43.6578  ,	0.00671614  ,	-90.7307
288,	-75.6  ,	-44.5598  ,	-18.3731  ,	-18.3626  ,	0.000783839  ,	151.872  ,	0.00418197  ,	-12.4486
295.2,	-75.6  ,	-35.8394  ,	-17.1462  ,	-17.088  ,	0.00165086  ,	-158.008  ,	0.00464254  ,	43.2948
302.4,	-75.6  ,	-36.427  ,	-18.3524  ,	-18.2853  ,	0.00268376  ,	-123.175  ,	0.00335053  ,	71.4141
309.6,	-75.6  ,	-35.146  ,	-19.3759  ,	-19.2624  ,	0.00378267  ,	-94.1347  ,	0.000638046  ,	-18.971
316.8,	-75.6  ,	-29.6041  ,	-13.6324  ,	-13.5239  ,	0.00484744  ,	-69.1832  ,	0.00562694  ,	-50.9055
324,	-75.6  ,	-30.8261  ,	-8.79896  ,	-8.77182  ,	0.00576662  ,	-47.9223  ,	0.0114674  ,	-36.6158
331.2,	-75.6  ,	-33.2054  ,	-5.74732  ,	-5.73953  ,	0.00644826  ,	-30.3039  ,	0.0170177  ,	-22.9698
338.4,	-75.6  ,	-36.1304  ,	-3.82357  ,	-3.82102  ,	0.00684899  ,	-16.4622  ,	0.0216384  ,	-11.6304
345.6,	-75.6  ,	-38.9398  ,	-2.66449  ,	-2.66347  ,	0.00698096  ,	-6.67497  ,	0.0249747  ,	-3.28055
352.8,	-75.6  ,	-40.4403  ,	-2.07534  ,	-2.07471  ,	0.00689597  ,	-1.30222  ,	0.0268802  ,	1.57195
0,	-72  ,	-39.6831  ,	-1.95762  ,	-1.95689  ,	0.00835953  ,	0.00202464  ,	0.0268588  ,	2.62617
7.2,	-72  ,	-36.813  ,	-2.26792  ,	-2.26639  ,	0.00801162  ,	-4.11184  ,	0.0259358  ,	-0.30299
14.4,	-72  ,	-33.9479  ,	-3.04024  ,	-3.03672  ,	0.00755011  ,	-12.7172  ,	0.0236661  ,	-7.07621
21.6,	-72  ,	-31.5979  ,	-4.38541  ,	-4.37717  ,	0.00696543  ,	-25.4599  ,	0.020117  ,	-17.3706
28.8,	-72  ,	-29.9237  ,	-6.54299  ,	-6.5231  ,	0.00623246  ,	-42.0152  ,	0.0154164  ,	-30.8226
36,	-72  ,	-29.2471  ,	-9.99481  ,	-9.94353  ,	0.00534501  ,	-62.2683  ,	0.00986035  ,	-47.3709
43.2,	-72  ,	-31.9701  ,	-15.5835  ,	-15.4848  ,	0.00434172  ,	-86.401  ,	0.00403338  ,	-69.1132
50.4,	-72  ,	-30.8487  ,	-20.2787  ,	-19.9136  ,	0.0033027  ,	-114.972  ,	0.00132615  ,	116.97
57.6,	-72  ,	-26.6986  ,	-16.624  ,	-16.2168  ,	0.00232363  ,	-149.313  ,	0.00492667  ,	78.4088
64.8,	-72  ,	-28.7305  ,	-15.0029  ,	-14.8227  ,	0.00150384  ,	166.925  ,	0.00621621  ,	46.7175
72,	-72  ,	-31.4519  ,	-16.1446  ,	-16.0185  ,	0.000991571  ,	105.697  ,	0.00548404  ,	-2.07309
79.2,	-72  ,	-32.0252  ,	-14.3207  ,	-14.2476  ,	0.000946563  ,	32.5648  ,	0.0067674  ,	-78.4349
86.4,	-72  ,	-29.6487  ,	-8.62122  ,	-8.58708  ,	0.0011799  ,	-29.5795  ,	0.0130584  ,	-129.992
93.6,	-72  ,	-27.3777  ,	-4.44407  ,	-4.42202  ,	0.00155364  ,	-86.0995  ,	0.0211221  ,	-162.068
100.8,	-72  ,	-25.9732  ,	-1.94398  ,	-1.92684  ,	0.0023645  ,	-139.083  ,	0.0281279  ,	172.294
108,	-72  ,	-25.22  ,	-0.885657  ,	-0.869678  ,	0.00402579  ,	178.405  ,	0.0316253  ,	149.531
115.2,	-72  ,	-24.8928  ,	-1.34091  ,	-1.32179  ,	0.00675919  ,	146.158  ,	0.0294991  ,	128.47
122.4,	-72  ,	-24.7736  ,	-3.75878  ,	-3.72454  ,	0.0106348  ,	120.505  ,	0.0203372  ,	108.091
129.6,	-72  ,	-25.892  ,	-6.86036  ,	-6.80641  ,	0.0155841  ,	99.0563  ,	0.00402274  ,	71.9113
136.8,	-72  ,	-30.3621  ,	-1.7316  ,	-1.72565  ,	0.0213662  ,	80.705  ,	0.0194432  ,	-95.0354
144,	-72  ,	-26.7401  ,	3.75543  ,	3.7593  ,	0.0275708  ,	65.0346  ,	0.046805  ,	-111.052
151.2,	-72  ,	-22.119  ,	7.4048  ,	7.40964  ,	0.0336713  ,	51.9653  ,	0.075532  ,	-122.887
158.4,	-72  ,	-18.6984  ,	9.84219  ,	9.84826  ,	0.0391091  ,	41.569  ,	0.10228  ,	-132.002
165.6,	-72  ,	-16.4007  ,	11.4198  ,	11.427  ,	0.0433796  ,	33.9714  ,	0.123956  ,	-138.551
172.8,	-72  ,	-15.0641  ,	12.3162  ,	12.3241  ,	0.0460966  ,	29.298  ,	0.13813  ,	-142.531
180,	-72  ,	-14.6064  ,	12.6188  ,	12.627  ,	0.0470273  ,	27.6423  ,	0.143264  ,	-143.927
187.2,	-72  ,	-15.0275  ,	12.3547  ,	12.3627  ,	0.0461022  ,	29.0498  ,	0.13881  ,	-142.75
194.4,	-72  ,	-16.4283  ,	11.4995  ,	11.5065  ,	0.0434126  ,	33.5122  ,	0.125224  ,	-139.047
201.6,	-72  ,	-19.1001  ,	9.96901  ,	9.97439  ,	0.0392021  ,	40.9732  ,	0.103958  ,	-132.914
208.8,	-72  ,	-23.9094  ,	7.58979  ,	7.59287  ,	0.0338496  ,	51.3453  ,	0.0773805  ,	-124.502
216,	-72  ,	-35.659  ,	4.01916  ,	4.01963  ,	0.0278369  ,	64.5412  ,	0.0485618  ,	-114.081
223.2,	-72  ,	-32.731  ,	-1.37225  ,	-1.36908  ,	0.0216938  ,	80.527  ,	0.0208648  ,	-102.574
230.4,	-72  ,	-34.7471  ,	-6.77281  ,	-6.76589  ,	0.0159253  ,	99.4156  ,	0.00280319  ,	112.919
237.6,	-72  ,	-28.5755  ,	-3.8842  ,	-3.86948  ,	0.0109387  ,	121.634  ,	0.0197423  ,	113.761
244.8,	-72  ,	-24.8957  ,	-1.37262  ,	-1.35336  ,	0.00699195  ,	148.231  ,	0.0293319  ,	131.121
252,	-72  ,	-24.4441  ,	-0.844481  ,	-0.825563  ,	0.00418004  ,	-178.685  ,	0.031769  ,	150.742
259.2,	-72  ,	-25.3423  ,	-1.83851  ,	-1.81917  ,	0.00244183  ,	-136.299  ,	0.0284747  ,	172.323
266.4,	-72  ,	-27.4921  ,	-4.25692  ,	-4.23635  ,	0.00151975  ,	-85.3867  ,	0.0215833  ,	-163.556
273.6,	-72  ,	-31.611  ,	-8.33074  ,	-8.31038  ,	0.000952691  ,	-30.8547  ,	0.0135024  ,	-134.498
280.8,	-72  ,	-41.3137  ,	-14.379  ,	-14.3702  ,	0.000476384  ,	49.6613  ,	0.00672065  ,	-90.7836
288,	-72  ,	-55.1247  ,	-18.3183  ,	-18.3174  ,	0.000867842  ,	161.464  ,	0.00418801  ,	-14.3686
295.2,	-72  ,	-39.6793  ,	-17.0928  ,	-17.0689  ,	0.0019192  ,	-150.717  ,	0.00454992  ,	41.1831
302.4,	-72  ,	-42.6501  ,	-17.7651  ,	-17.751  ,	0.00318313  ,	-117.66  ,	0.00327238  ,	68.8655
309.6,	-72  ,	-34.0527  ,	-17.8153  ,	-17.7132  ,	0.00452698  ,	-90.0577  ,	0.000727615  ,	-16.0286
316.8,	-72  ,	-30.0066  ,	-12.9348  ,	-12.8504  ,	0.0058244  ,	-66.1963  ,	0.00552175  ,	-50.2234
324,	-72  ,	-31.3528  ,	-8.55206  ,	-8.52933  ,	0.00695022  ,	-45.7141  ,	0.0112209  ,	-36.4508
331.2,	-72  ,	-33.9989  ,	-5.65414  ,	-5.64778  ,	0.0078074  ,	-28.6454  ,	0.0166522  ,	-22.9408
338.4,	-72  ,	-37.2498  ,	-3.7927  ,	-3.79074  ,	0.00835009  ,	-15.2063  ,	0.0211898  ,	-11.6378
345.6,	-72  ,	-40.1897  ,	-2.65955  ,	-2.65878  ,	0.00858769  ,	-5.72374  ,	0.0244836  ,	-3.28561
352.8,	-72  ,	-41.2374  ,	-2.07838  ,	-2.07785  ,	0.00856947  ,	-0.560321  ,	0.0263839  ,	1.58831
0,	-68.4  ,	-39.6831  ,	-1.95762  ,	-1.95689  ,	0.010028  ,	0.443193  ,	0.0262815  ,	2.67856
7.2,	-68.4  ,	-36.3646  ,	-2.25416  ,	-2.25248  ,	0.00967429  ,	-3.58613  ,	0.0254091  ,	-0.191077
14.4,	-68.4  ,	-33.414  ,	-2.99847  ,	-2.99452  ,	0.00917056  ,	-11.9419  ,	0.0232166  ,	-6.88503
21.6,	-68.4  ,	-31.1573  ,	-4.29134  ,	-4.28241  ,	0.0085045  ,	-24.2248  ,	0.0197708  ,	-17.0605
28.8,	-68.4  ,	-29.6657  ,	-6.34562  ,	-6.32545  ,	0.00764297  ,	-40.0386  ,	0.0151976  ,	-30.297
36,	-68.4  ,	-29.2235  ,	-9.55961  ,	-9.51294  ,	0.00656964  ,	-59.1754  ,	0.00978503  ,	-46.3367
43.2,	-68.4  ,	-31.9617  ,	-14.48  ,	-14.4031  ,	0.00531974  ,	-81.7459  ,	0.00409286  ,	-65.9831
50.4,	-68.4  ,	-35.1256  ,	-18.7229  ,	-18.6246  ,	0.00398812  ,	-108.358  ,	0.00106691  ,	107.977
57.6,	-68.4  ,	-27.8447  ,	-16.6414  ,	-16.3241  ,	0.00271052  ,	-140.706  ,	0.0046476  ,	75.3144
64.8,	-68.4  ,	-29.3747  ,	-15.2692  ,	-15.1037  ,	0.00164854  ,	176.425  ,	0.00596844  ,	44.1029
72,	-68.4  ,	-31.8085  ,	-16.2775  ,	-16.1576  ,	0.00102448  ,	112.688  ,	0.00538787  ,	-4.84459
79.2,	-68.4  ,	-32.1318  ,	-14.2837  ,	-14.213  ,	0.000980739  ,	37.6198  ,	0.00679006  ,	-79.397
86.4,	-68.4  ,	-29.8189  ,	-8.72306  ,	-8.68945  ,	0.0011722  ,	-26.2539  ,	0.0129048  ,	-130.113
93.6,	-68.4  ,	-27.5364  ,	-4.61031  ,	-4.58823  ,	0.00154725  ,	-89.0978  ,	0.02072  ,	-162.155
100.8,	-68.4  ,	-25.9959  ,	-2.1312  ,	-2.1134  ,	0.0026145  ,	-145.182  ,	0.0275034  ,	172.172
108,	-68.4  ,	-25.0166  ,	-1.066  ,	-1.04854  ,	0.00477096  ,	174.12  ,	0.0308641  ,	149.372
115.2,	-68.4  ,	-24.4113  ,	-1.45522  ,	-1.43329  ,	0.008166  ,	143.883  ,	0.0287399  ,	128.262
122.4,	-68.4  ,	-24.0965  ,	-3.53013  ,	-3.49217  ,	0.0128569  ,	119.47  ,	0.0197572  ,	107.749
129.6,	-68.4  ,	-25.584  ,	-5.33571  ,	-5.29489  ,	0.018763  ,	98.75  ,	0.00385133  ,	69.4893
136.8,	-68.4  ,	-29.4067  ,	-0.849696  ,	-0.843645  ,	0.0256076  ,	80.8656  ,	0.0191502  ,	-94.6756
144,	-68.4  ,	-26.4043  ,	4.09042  ,	4.0943  ,	0.0329185  ,	65.5366  ,	0.0458678  ,	-110.851
151.2,	-68.4  ,	-22.0287  ,	7.54971  ,	7.55449  ,	0.0400893  ,	52.7425  ,	0.0739164  ,	-122.719
158.4,	-68.4  ,	-18.6709  ,	9.90545  ,	9.91147  ,	0.0464761  ,	42.574  ,	0.100032  ,	-131.839
165.6,	-68.4  ,	-16.3934  ,	11.4435  ,	11.4506  ,	0.0514982  ,	35.1553  ,	0.121199  ,	-138.384
172.8,	-68.4  ,	-15.0641  ,	12.3214  ,	12.3293  ,	0.0547119  ,	30.6019  ,	0.135042  ,	-142.359
180,	-68.4  ,	-14.6064  ,	12.6188  ,	12.627  ,	0.0558485  ,	28.9954  ,	0.140061  ,	-143.75
187.2,	-68.4  ,	-15.0194  ,	12.361  ,	12.3689  ,	0.0548226  ,	30.3703  ,	0.135716  ,	-142.571
194.4,	-68.4  ,	-16.4004  ,	11.5253  ,	11.5323  ,	0.0517287  ,	34.7095  ,	0.122452  ,	-138.87
201.6,	-68.4  ,	-19.0305  ,	10.0349  ,	10.0403  ,	0.0468325  ,	41.9501  ,	0.101683  ,	-132.739
208.8,	-68.4  ,	-23.7316  ,	7.73688  ,	7.73997  ,	0.0405582  ,	51.9981  ,	0.0757254  ,	-124.326
216,	-68.4  ,	-34.712  ,	4.35212  ,	4.35266  ,	0.0334566  ,	64.7558  ,	0.0475765  ,	-113.888
223.2,	-68.4  ,	-34.1868  ,	-0.509799  ,	-0.507937  ,	0.026145  ,	80.1662  ,	0.0205205  ,	-102.276
230.4,	-68.4  ,	-34.9293  ,	-5.19081  ,	-5.1862  ,	0.0192224  ,	98.2915  ,	0.00258453  ,	112.562
237.6,	-68.4  ,	-30.1026  ,	-3.62228  ,	-3.61252  ,	0.0131804  ,	119.464  ,	0.0191505  ,	113.649
244.8,	-68.4  ,	-25.4705  ,	-1.49373  ,	-1.47639  ,	0.00833795  ,	144.601  ,	0.0285365  ,	131.064
252,	-68.4  ,	-24.7819  ,	-1.0418  ,	-1.02349  ,	0.00482666  ,	175.87  ,	0.0309468  ,	150.708
259.2,	-68.4  ,	-25.5802  ,	-2.04949  ,	-2.03027  ,	0.00261861  ,	-142.498  ,	0.0277698  ,	172.316
266.4,	-68.4  ,	-27.6688  ,	-4.45813  ,	-4.43744  ,	0.00150528  ,	-87.9732  ,	0.0210879  ,	-163.514
273.6,	-68.4  ,	-31.7821  ,	-8.49477  ,	-8.47445  ,	0.000943358  ,	-28.5926  ,	0.0132492  ,	-134.376
280.8,	-68.4  ,	-42.6377  ,	-14.433  ,	-14.4265  ,	0.000469834  ,	55.5413  ,	0.0066775  ,	-90.7803
288,	-68.4  ,	-51.7323  ,	-18.303  ,	-18.301  ,	0.0009633  ,	169.623  ,	0.00417538  ,	-15.9561
295.2,	-68.4  ,	-47.7584  ,	-17.0191  ,	-17.0154  ,	0.00220102  ,	-144.914  ,	0.00445454  ,	39.2761
302.4,	-68.4  ,	-81.8384  ,	-17.1647  ,	-17.1647  ,	0.00369177  ,	-113.407  ,	0.00319754  ,	66.5252
309.6,	-68.4  ,	-33.2527  ,	-16.493  ,	-16.4024  ,	0.00527159  ,	-86.9759  ,	0.0008003  ,	-13.5649
316.8,	-68.4  ,	-30.4791  ,	-12.2439  ,	-12.1791  ,	0.00679061  ,	-63.9803  ,	0.00539146  ,	-49.6277
324,	-68.4  ,	-32.0183  ,	-8.27905  ,	-8.26072  ,	0.0081123  ,	-44.1133  ,	0.0109326  ,	-36.3375
331.2,	-68.4  ,	-34.9757  ,	-5.54461  ,	-5.53966  ,	0.00913625  ,	-27.4763  ,	0.0162268  ,	-22.9517
338.4,	-68.4  ,	-38.6166  ,	-3.75376  ,	-3.75235  ,	0.0098154  ,	-14.3472  ,	0.0206639  ,	-11.6763
345.6,	-68.4  ,	-41.69  ,	-2.65154  ,	-2.651  ,	0.0101569  ,	-5.09007  ,	0.0239006  ,	-3.31193
352.8,	-68.4  ,	-42.1176  ,	-2.08087  ,	-2.08044  ,	0.0102069  ,	-0.072727  ,	0.0257857  ,	1.59454
0,	-64.8  ,	-39.6831  ,	-1.95762  ,	-1.95689  ,	0.0116574  ,	0.759554  ,	0.0256005  ,	2.73352
7.2,	-64.8  ,	-35.952  ,	-2.23921  ,	-2.23737  ,	0.0113027  ,	-3.19328  ,	0.0247798  ,	-0.063482
14.4,	-64.8  ,	-32.9348  ,	-2.95243  ,	-2.94807  ,	0.0107626  ,	-11.3515  ,	0.0226711  ,	-6.66471
21.6,	-64.8  ,	-30.7649  ,	-4.18765  ,	-4.17811  ,	0.0100222  ,	-23.2849  ,	0.0193397  ,	-16.7075
28.8,	-64.8  ,	-29.4311  ,	-6.13108  ,	-6.11081  ,	0.00904112  ,	-38.5471  ,	0.0149098  ,	-29.7151
36,	-64.8  ,	-29.1574  ,	-9.10571  ,	-9.063  ,	0.00779357  ,	-56.8596  ,	0.00966076  ,	-45.2393
43.2,	-64.8  ,	-31.6443  ,	-13.454  ,	-13.3887  ,	0.00631131  ,	-78.26  ,	0.0041319  ,	-62.908
50.4,	-64.8  ,	-42.8266  ,	-17.3645  ,	-17.3522  ,	0.0047012  ,	-103.314  ,	0.00086264  ,	94.1144
57.6,	-64.8  ,	-29.8629  ,	-16.5118  ,	-16.3156  ,	0.00313162  ,	-133.788  ,	0.00438147  ,	71.9593
64.8,	-64.8  ,	-30.5537  ,	-15.5058  ,	-15.3721  ,	0.00181613  ,	-175.087  ,	0.00572224  ,	41.4077
72,	-64.8  ,	-32.5013  ,	-16.4142  ,	-16.3086  ,	0.00105522  ,	119.551  ,	0.00528559  ,	-7.54391
79.2,	-64.8  ,	-32.3458  ,	-14.2858  ,	-14.2184  ,	0.0010119  ,	42.2312  ,	0.00678117  ,	-80.2755
86.4,	-64.8  ,	-30.0389  ,	-8.86243  ,	-8.82943  ,	0.00116223  ,	-22.9207  ,	0.0126977  ,	-130.205
93.6,	-64.8  ,	-27.728  ,	-4.81289  ,	-4.79076  ,	0.00153995  ,	-92.1181  ,	0.0202403  ,	-162.213
100.8,	-64.8  ,	-26.0295  ,	-2.35234  ,	-2.33376  ,	0.00288317  ,	-150.133  ,	0.0267805  ,	172.083
108,	-64.8  ,	-24.8163  ,	-1.27328  ,	-1.25411  ,	0.00552572  ,	171.068  ,	0.0299955  ,	149.253
115.2,	-64.8  ,	-23.9719  ,	-1.57545  ,	-1.55051  ,	0.00956269  ,	142.337  ,	0.0278828  ,	128.102
122.4,	-64.8  ,	-23.5996  ,	-3.25915  ,	-3.21918  ,	0.0150473  ,	118.782  ,	0.0191122  ,	107.477
129.6,	-64.8  ,	-25.4343  ,	-4.04815  ,	-4.0167  ,	0.0218855  ,	98.5554  ,	0.00366847  ,	67.2834
136.8,	-64.8  ,	-28.7562  ,	-0.0171346  ,	-0.0113325  ,	0.0297646  ,	80.9901  ,	0.018776  ,	-94.3685
144,	-64.8  ,	-26.116  ,	4.44458  ,	4.4484  ,	0.0381523  ,	65.8997  ,	0.0447512  ,	-110.661
151.2,	-64.8  ,	-21.9369  ,	7.70969  ,	7.7144  ,	0.0463651  ,	53.3033  ,	0.0720157  ,	-122.552
158.4,	-64.8  ,	-18.638  ,	9.97677  ,	9.98274  ,	0.053677  ,	43.3018  ,	0.097399  ,	-131.671
165.6,	-64.8  ,	-16.3827  ,	11.4706  ,	11.4777  ,	0.0594332  ,	36.0161  ,	0.117972  ,	-138.21
172.8,	-64.8  ,	-15.0631  ,	12.3273  ,	12.3353  ,	0.0631332  ,	31.5523  ,	0.131428  ,	-142.178
180,	-64.8  ,	-14.6064  ,	12.6188  ,	12.627  ,	0.0644719  ,	29.9824  ,	0.136307  ,	-143.564
187.2,	-64.8  ,	-15.0103  ,	12.3679  ,	12.3759  ,	0.0633478  ,	31.3322  ,	0.132083  ,	-142.383
194.4,	-64.8  ,	-16.3681  ,	11.5541  ,	11.5611  ,	0.0598579  ,	35.5793  ,	0.119186  ,	-138.682
201.6,	-64.8  ,	-18.949  ,	10.1084  ,	10.1138  ,	0.054291  ,	42.6576  ,	0.0989913  ,	-132.553
208.8,	-64.8  ,	-23.5226  ,	7.89845  ,	7.90158  ,	0.0471168  ,	52.4711  ,	0.0737501  ,	-124.139
216,	-64.8  ,	-33.6936  ,	4.70401  ,	4.70463  ,	0.0389545  ,	64.9172  ,	0.0463788  ,	-113.684
223.2,	-64.8  ,	-36.0574  ,	0.30869  ,	0.309693  ,	0.0305073  ,	79.9245  ,	0.0200696  ,	-101.971
230.4,	-64.8  ,	-35.4687  ,	-3.86443  ,	-3.86143  ,	0.0224653  ,	97.5195  ,	0.00238113  ,	112.035
237.6,	-64.8  ,	-31.7455  ,	-3.31467  ,	-3.30844  ,	0.0154006  ,	117.958  ,	0.0185063  ,	113.546
244.8,	-64.8  ,	-26.0827  ,	-1.61944  ,	-1.60392  ,	0.00969074  ,	142.024  ,	0.0276471  ,	131.016
252,	-64.8  ,	-25.1407  ,	-1.26789  ,	-1.25012  ,	0.005499  ,	171.765  ,	0.0300147  ,	150.682
259.2,	-64.8  ,	-25.8424  ,	-2.29798  ,	-2.27882  ,	0.00281785  ,	-147.874  ,	0.0269593  ,	172.313
266.4,	-64.8  ,	-27.8764  ,	-4.70162  ,	-4.68076  ,	0.00148958  ,	-90.6328  ,	0.0205035  ,	-163.473
273.6,	-64.8  ,	-31.9832  ,	-8.70762  ,	-8.68724  ,	0.00093258  ,	-26.2801  ,	0.0129277  ,	-134.255
280.8,	-64.8  ,	-44.1761  ,	-14.5523  ,	-14.5476  ,	0.00046512  ,	61.3006  ,	0.00658488  ,	-90.7081
288,	-64.8  ,	-43.168  ,	-18.3338  ,	-18.3196  ,	0.00106666  ,	176.509  ,	0.00414076  ,	-17.1706
295.2,	-64.8  ,	-52.7846  ,	-16.9329  ,	-16.9318  ,	0.00248902  ,	-140.2  ,	0.00435573  ,	37.6562
302.4,	-64.8  ,	-43.3462  ,	-16.5693  ,	-16.5602  ,	0.00420063  ,	-110.005  ,	0.00312572  ,	64.515
309.6,	-64.8  ,	-32.7238  ,	-15.3592  ,	-15.2802  ,	0.00600736  ,	-84.5376  ,	0.000851104  ,	-11.2734
316.8,	-64.8  ,	-31.0395  ,	-11.5805  ,	-11.5316  ,	0.00773771  ,	-62.2518  ,	0.00523417  ,	-49.1457
324,	-64.8  ,	-32.8484  ,	-7.99018  ,	-7.97601  ,	0.00924538  ,	-42.8916  ,	0.0106024  ,	-36.287
331.2,	-64.8  ,	-36.1898  ,	-5.42223  ,	-5.41859  ,	0.010428  ,	-26.6098  ,	0.0157429  ,	-23.0078
338.4,	-64.8  ,	-40.3318  ,	-3.70794  ,	-3.707  ,	0.0112384  ,	-13.7303  ,	0.0200632  ,	-11.7481
345.6,	-64.8  ,	-43.5455  ,	-2.64082  ,	-2.64046  ,	0.0116819  ,	-4.6466  ,	0.0232287  ,	-3.36036
352.8,	-64.8  ,	-43.0956  ,	-2.08287  ,	-2.08252  ,	0.0118017  ,	0.266813  ,	0.0250886  ,	1.59066
